text;setting;entrance;exit;business;delivery;modifier;location;unknown;play;year;lemmas;clean_lemmas;pos;ner_lemmas;ner_pos
(Поскальзывается и чуть-чуть не шлепается на пол, но с почтением поддерживается чиновниками.);0;0;0;0;1;0;0;0;gogol-revizor;1836;['поскальзываться', 'и', 'чуть-чуть', 'не', 'шлепаться', 'на', 'пол', 'но', 'с', 'почтение', 'поддерживаться', 'чиновник'];['поскальзываться', 'чуть-чуть', 'шлепаться', 'пол', 'почтение', 'поддерживаться', 'чиновник'];['V', 'ADV', 'V', 'S', 'S', 'V', 'S'];['поскальзываться', 'чуть-чуть', 'шлепаться', 'пол', 'почтение', 'поддерживаться', 'чиновник'];['V', 'ADV', 'V', 'S', 'S', 'V', 'S']
(подходя и трясясь всем телом, силится выговорить).;0;0;0;0;1;0;0;0;gogol-revizor;1836;['подходить', 'и', 'трястись', 'весь', 'тело', 'силиться', 'выговаривать'];['подходить', 'трястись', 'весь', 'тело', 'силиться', 'выговаривать'];['V', 'V', 'APRO', 'S', 'V', 'V'];['подходить', 'трястись', 'весь', 'тело', 'силиться', 'выговаривать'];['V', 'V', 'APRO', 'S', 'V', 'V']
(быстрым, отрывистым голосом).;0;0;1;0;0;0;0;0;gogol-revizor;1836;['быстрый', 'отрывистый', 'голос'];['быстрый', 'отрывистый', 'голос'];['A', 'A', 'S'];['быстрый', 'отрывистый', 'голос'];['A', 'A', 'S']
(таким же голосом).;0;1;0;0;0;0;0;0;gogol-revizor;1836;['такой', 'же', 'голос'];['голос'];['S'];['голос'];['S']
(С декламацией.);0;0;0;0;1;0;0;0;gogol-revizor;1836;['с', 'декламация'];['декламация'];['S'];['декламация'];['S']
(Входит в боковую комнату, за ним городничий.);0;0;1;0;0;0;0;0;gogol-revizor;1836;['входить', 'в', 'боковой', 'комната', 'за', 'они', 'городничий'];['входить', 'боковой', 'комната', 'городничий'];['V', 'A', 'S', 'S'];['входить', 'боковой', 'комната', 'городничий'];['V', 'A', 'S', 'S']
Те же, кроме Хлестакова и городничего.;0;0;0;0;1;0;0;0;gogol-revizor;1836;['тот', 'же', 'кроме', 'хлестаков', 'и', 'городничий'];['кроме', 'хлестаков', 'городничий'];['PR', 'S', 'S'];['кроме', 'Имя', 'городничий'];['PR', 'PERSN', 'S']
(Добчинскому).;0;0;1;0;0;0;0;0;gogol-revizor;1836;['добчинский'];['добчинский'];['S'];['Имя'];['PERSN']
Оба уходят.;0;1;0;0;0;0;0;0;gogol-revizor;1836;['оба', 'уходить'];['оба', 'уходить'];['NUM', 'V'];['оба', 'уходить'];['NUM', 'V']
(Луке Лукичу).;0;1;0;0;0;0;0;0;gogol-revizor;1836;['лука', 'лукич'];['лука', 'лукич'];['S', 'S'];['лука', 'Имя'];['S', 'PERSN']
(Уходит в задумчивости вместе с смотрителем училищ, произнеся:);0;1;0;0;0;0;0;0;gogol-revizor;1836;['уходить', 'в', 'задумчивость', 'вместе', 'с', 'смотритель', 'училище', 'произносить'];['уходить', 'задумчивость', 'вместе', 'смотритель', 'училище', 'произносить'];['V', 'S', 'ADV', 'S', 'S', 'V'];['уходить', 'задумчивость', 'вместе', 'смотритель', 'училище', 'произносить'];['V', 'S', 'ADV', 'S', 'S', 'V']
Анна Андреевна и Марья Антоновна.;0;0;0;1;0;0;0;0;gogol-revizor;1836;['анна', 'андреевна', 'и', 'марья', 'антоновна'];['анна', 'андреевна', 'марья', 'антоновна'];['S', 'S', 'S', 'S'];['Имя', 'Имя', 'Имя', 'Имя'];['PERSN', 'PERSN', 'PERSN', 'PERSN']
Те же и городничий.;0;0;0;1;0;0;0;0;gogol-revizor;1836;['тот', 'же', 'и', 'городничий'];['городничий'];['S'];['городничий'];['S']
(входит на цыпочках).;0;1;0;0;0;0;0;0;gogol-revizor;1836;['входить', 'на', 'цыпочки'];['входить', 'цыпочки'];['V', 'S'];['входить', 'цыпочки'];['V', 'S']
(Задумывается.);0;0;0;1;0;0;1;0;gogol-revizor;1836;['задумываться'];['задумываться'];['V'];['задумываться'];['V']
(Посматривает на дочь.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['посматривать', 'на', 'дочь'];['посматривать', 'дочь'];['V', 'S'];['посматривать', 'дочь'];['V', 'S']
(один).;0;1;0;1;0;0;0;0;gogol-revizor;1836;['один'];[];[];[];[]
(Отворяет дверь и говорит в дверь.);0;0;0;0;1;0;0;0;gogol-revizor;1836;['отворять', 'дверь', 'и', 'говорить', 'в', 'дверь'];['отворять', 'дверь', 'говорить', 'дверь'];['V', 'S', 'V', 'S'];['отворять', 'дверь', 'говорить', 'дверь'];['V', 'S', 'V', 'S']
(После небольшого молчания.);0;0;0;0;1;0;0;0;gogol-revizor;1836;['после', 'небольшой', 'молчание'];['небольшой', 'молчание'];['A', 'S'];['небольшой', 'молчание'];['A', 'S']
Те же и Осип. Все бегут к нему навстречу, кивая пальцами.;0;0;0;0;1;0;0;0;gogol-revizor;1836;['тот', 'же', 'и', 'осип', 'все', 'бежать', 'к', 'он', 'навстречу', 'кивать', 'палец'];['осип', 'бежать', 'навстречу', 'кивать', 'палец'];['V', 'V', 'ADV', 'V', 'S'];['осип', 'бежать', 'навстречу', 'кивать', 'палец'];['V', 'V', 'ADV', 'V', 'S']
(жене и дочери).;0;0;0;0;1;0;0;0;gogol-revizor;1836;['жена', 'и', 'дочь'];['жена', 'дочь'];['S', 'S'];['жена', 'дочь'];['S', 'S']
(Осипу.);0;0;0;0;1;0;0;0;gogol-revizor;1836;['осип'];['осип'];['V'];['осип'];['V']
(в сторону).;0;0;0;1;0;0;0;0;gogol-revizor;1836;['в', 'сторона'];['сторона'];['S'];['сторона'];['S']
(Вслух.);0;0;0;0;1;0;0;0;gogol-revizor;1836;['вслух'];['вслух'];['ADV'];['вслух'];['ADV']
(К Осипу.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['к', 'осип'];['осип'];['V'];['осип'];['V']
(принимая деньги).;0;0;0;1;0;0;0;0;gogol-revizor;1836;['принимать', 'деньги'];['принимать', 'деньги'];['V', 'S'];['принимать', 'деньги'];['V', 'S']
(К Осипу.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['к', 'осип'];['осип'];['V'];['осип'];['V']
(махнув рукою);0;0;0;1;1;0;0;0;gogol-revizor;1836;['махнуть', 'рука'];['махнуть', 'рука'];['V', 'S'];['махнуть', 'рука'];['V', 'S']
(Прячет деньги.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['прятать', 'деньги'];['прятать', 'деньги'];['V', 'S'];['прятать', 'деньги'];['V', 'S']
Слышен из другой комнаты небольшой кашель Хлестакова.;0;1;0;0;0;0;0;0;gogol-revizor;1836;['слышный', 'из', 'другой', 'комната', 'небольшой', 'кашель', 'хлестаков'];['слышный', 'комната', 'небольшой', 'кашель', 'хлестаков'];['A', 'S', 'A', 'S', 'S'];['слышный', 'комната', 'небольшой', 'кашель', 'Имя'];['A', 'S', 'A', 'S', 'PERSN']
(Поднимается на цыпочки. вся сцена вполголоса.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['подниматься', 'на', 'цыпочки', 'весь', 'сцена', 'вполголоса'];['подниматься', 'цыпочки', 'весь', 'сцена', 'вполголоса'];['V', 'S', 'APRO', 'S', 'ADV'];['подниматься', 'цыпочки', 'весь', 'сцена', 'вполголоса'];['V', 'S', 'APRO', 'S', 'ADV']
(Обращаясь к Осипу.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['обращаться', 'к', 'осип'];['обращаться', 'осип'];['V', 'V'];['обращаться', 'осип'];['V', 'V']
Те же, Держиморда и Свистунов.;0;0;0;0;1;0;0;0;gogol-revizor;1836;['тот', 'же', 'держиморда', 'и', 'свистунов'];['держиморда', 'свистунов'];['S', 'S'];['держиморда', 'Имя'];['S', 'PERSN']
(Закрывает ему рот.);0;0;1;0;0;0;0;0;gogol-revizor;1836;['закрывать', 'он', 'рот'];['закрывать', 'рот'];['V', 'S'];['закрывать', 'рот'];['V', 'S']
(Дразнит его.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['дразнить', 'он'];['дразнить'];['V'];['дразнить'];['V']
(К Осипу.);0;0;1;0;0;0;0;0;gogol-revizor;1836;['к', 'осип'];['осип'];['V'];['осип'];['V']
Осип уходит.;0;1;0;0;0;0;0;0;gogol-revizor;1836;['осип', 'уходить'];['осип', 'уходить'];['V', 'V'];['осип', 'уходить'];['V', 'V']
(Показывает ногою.);0;0;0;0;1;0;0;0;gogol-revizor;1836;['показывать', 'нога'];['показывать', 'нога'];['V', 'S'];['показывать', 'нога'];['V', 'S']
(Уходит на цыпочках вслед за квартальными.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['уходить', 'на', 'цыпочки', 'вслед', 'за', 'квартальный'];['уходить', 'цыпочки', 'вслед', 'квартальный'];['V', 'S', 'ADV', 'S'];['уходить', 'цыпочки', 'вслед', 'квартальный'];['V', 'S', 'ADV', 'S']
Та же комната в доме городничего.;0;1;0;0;0;0;0;0;gogol-revizor;1836;['тот', 'же', 'комната', 'в', 'дом', 'городничий'];['комната', 'дом', 'городничий'];['S', 'S', 'S'];['комната', 'дом', 'городничий'];['S', 'S', 'S']
Входят осторожно, почти на цыпочках: Аммос Федорович, Артемий Филиппович, почтмейстер, Лука Лукич, Добчинский и Бобчинский, в полном параде и мундирах.;0;0;0;1;0;0;0;0;gogol-revizor;1836;['входить', 'осторожно', 'почти', 'на', 'цыпочки', 'аммос', 'федорович', 'артемий', 'филиппович', 'почтмейстер', 'лука', 'лукич', 'добчинский', 'и', 'бобчинский', 'в', 'полный', 'парад', 'и', 'мундир'];['входить', 'осторожно', 'цыпочки', 'аммос', 'федорович', 'артемий', 'филиппович', 'почтмейстер', 'лука', 'лукич', 'добчинский', 'бобчинский', 'полный', 'парад', 'мундир'];['V', 'ADV', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'A', 'S', 'S'];['входить', 'осторожно', 'цыпочки', 'аммос', 'Имя', 'Имя', 'Имя', 'почтмейстер', 'лука', 'Имя', 'Имя', 'Имя', 'полный', 'парад', 'мундир'];['V', 'ADV', 'S', 'S', 'PERSN', 'PERSN', 'PERSN', 'S', 'S', 'PERSN', 'PERSN', 'PERSN', 'A', 'S', 'S']
Вся сцена происходит вполголоса.;0;0;0;1;0;0;0;0;gogol-revizor;1836;['весь', 'сцена', 'происходить', 'вполголоса'];['весь', 'сцена', 'происходить', 'вполголоса'];['APRO', 'S', 'V', 'ADV'];['весь', 'сцена', 'происходить', 'вполголоса'];['APRO', 'S', 'V', 'ADV']
(строит всех полукружием).;0;0;0;0;1;0;0;0;gogol-revizor;1836;['строить', 'все', 'полукружие'];['строить', 'полукружие'];['V', 'S'];['строить', 'полукружие'];['V', 'S']
Оба Петра Ивановича забегают на цыпочках.;0;0;1;1;0;0;0;0;gogol-revizor;1836;['оба', 'петр', 'иванович', 'забегать', 'на', 'цыпочки'];['оба', 'петр', 'иванович', 'забегать', 'цыпочки'];['NUM', 'S', 'S', 'V', 'S'];['оба', 'Имя', 'Имя', 'забегать', 'цыпочки'];['NUM', 'PERSN', 'PERSN', 'V', 'S']
(пристают к нему).;0;1;0;0;0;0;0;0;gogol-revizor;1836;['приставать', 'к', 'он'];['приставать'];['V'];['приставать'];['V']
В это время слышны шаги и откашливание в комнате Хлестакова. Все спешат наперерыв к дверям, толпятся и стараются выйти, что происходит не без того, чтобы не притиснули кое-кого.;0;1;0;0;0;0;0;0;gogol-revizor;1836;['в', 'этот', 'время', 'слышный', 'шаг', 'и', 'откашливание', 'в', 'комната', 'хлестаков', 'все', 'спешить', 'наперерыв', 'к', 'дверь', 'толпиться', 'и', 'стараться', 'выходить', 'что', 'происходить', 'не', 'без', 'то', 'чтобы', 'не', 'притискивать', 'кое-кто'];['время', 'слышный', 'шаг', 'откашливание', 'комната', 'хлестаков', 'спешить', 'наперерыв', 'дверь', 'толпиться', 'стараться', 'выходить', 'происходить', 'притискивать', 'кое-кто'];['S', 'A', 'S', 'S', 'S', 'S', 'V', 'ADV', 'S', 'V', 'V', 'V', 'V', 'V', 'SPRO'];['время', 'слышный', 'шаг', 'откашливание', 'комната', 'Имя', 'спешить', 'наперерыв', 'дверь', 'толпиться', 'стараться', 'выходить', 'происходить', 'притискивать', 'кое-кто'];['S', 'A', 'S', 'S', 'S', 'PERSN', 'V', 'ADV', 'S', 'V', 'V', 'V', 'V', 'V', 'SPRO']
